Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
61,"E Rezel-Potts, V L'Esperance, MC Gulliford","Antimicrobial stewardship in the UK during the COVID-19 pandemic: a population-based cohort study and interrupted time-series analysis",2021,"British Journal of General …","bjgp.org","https://bjgp.org/content/71/706/e331.short","https://scholar.google.com/scholar?cites=4391974775297131741&as_sdt=2005&sciodt=0,5&hl=en",519,"2025-06-30 21:06:11","","","","",,,,,61,15.25,20,3,4,"Background The COVID-19 pandemic has altered the context for antimicrobial stewardship in primary care. Aim To assess the effect of the pandemic on antibiotic prescribing, …","https://bjgp.org/content/bjgp/71/706/e331.full.pdf","https://scholar.google.com/scholar?q=related:3cQP2Mlt8zwJ:scholar.google.com/&scioq=%22openprescribing%22&hl=en&as_sdt=0,5"
1,"RM Joseph, RH Jack, R Morriss, RD Knaggs, C Hollis…","PROTOCOL: A cohort study examining the association between mirtazapine and mortality risk in adults with a diagnosis of depression",2021,"medRxiv","medrxiv.org","https://www.medrxiv.org/content/10.1101/2021.02.08.21250305.abstract","https://scholar.google.com/scholar?cites=11211562382691633948&as_sdt=2005&sciodt=0,5&hl=en",539,"2025-06-30 21:06:11","","10.1101/2021.02.08.21250305.abstract","","",,,,,1,0.25,0,6,4,"This protocol describes a cohort study comparing the risks of mortality and serious self-harm (suicide or near-fatal deliberate self-harm) between adults with depression prescribed …","https://www.medrxiv.org/content/medrxiv/early/2021/02/09/2021.02.08.21250305.full.pdf","https://scholar.google.com/scholar?q=related:HIt37ZV4l5sJ:scholar.google.com/&scioq=%22openprescribing%22&hl=en&as_sdt=0,5"
0,"AQ Bawab, M Ali, K Moaath…","and prescriptions of cardiovascular diseases medications in England and Wales in the past two decades",2021,"Environ. Res","research.birmingham.ac.uk","https://research.birmingham.ac.uk/files/144930826/ijerph_18_07041_v2.pdf","",540,"2025-06-30 21:06:11","PDF","","","",,,,,0,0.00,0,4,4,"Objectives: The aim of this study was to explore the trend of ischemic heart disease (IHD) admission and the prescriptions of IHD medications in England and Wales. Methods: A secular …","https://research.birmingham.ac.uk/files/144930826/ijerph_18_07041_v2.pdf","https://scholar.google.com/scholar?q=related:izW4JydIql4J:scholar.google.com/&scioq=%22openprescribing%22&hl=en&as_sdt=0,5"
0,"C Henein","Glaucoma drainage devices: design, flow resistance and biocompatibility implications for intraocular pressure control",2021,"","discovery.ucl.ac.uk","https://discovery.ucl.ac.uk/id/eprint/10120334/","",541,"2025-06-30 21:06:11","","","","",,,,,0,0.00,0,1,4,"The overarching aim of this thesis is to develop a novel glaucoma drainage device that meets the ‘10-10-10’ goal for glaucoma treatment: specifically, a surgical intervention that can …","https://discovery.ucl.ac.uk/id/eprint/10120334/7/v.1.3%20PhD%20Thesis%20POST%20VIVA.pdf","https://scholar.google.com/scholar?q=related:THmKHoRZoz0J:scholar.google.com/&scioq=%22openprescribing%22&hl=en&as_sdt=0,5"
32,"EG Dixon, CEM Rugg-Gunn, V Sellick…","Adverse drug reactions of leukotriene receptor antagonists in children with asthma: a systematic review",2021,"BMJ Paediatrics …","pmc.ncbi.nlm.nih.gov","https://pmc.ncbi.nlm.nih.gov/articles/PMC8515462/","https://scholar.google.com/scholar?cites=9315765036752403018&as_sdt=2005&sciodt=0,5&hl=en",546,"2025-06-30 21:06:11","HTML","","","",,,,,32,8.00,8,4,4,"Background Asthma is the most common chronic condition of childhood. Leukotriene receptor antagonists (LTRAs) are included in international guidelines for children and young …","https://pmc.ncbi.nlm.nih.gov/articles/PMC8515462/","https://scholar.google.com/scholar?q=related:SnqhovE-SIEJ:scholar.google.com/&scioq=%22openprescribing%22&hl=en&as_sdt=0,5"
1,"BS Ward, M Naughton, D Nitsch, M Molokhia","The risk of non-steroidal anti-inflammatory drug-induced heart failure in people with chronic kidney disease: a systematic review",2021,"Journal of Public Health","Springer","https://link.springer.com/article/10.1007/s10389-021-01654-3","https://scholar.google.com/scholar?cites=15666534585742999543&as_sdt=2005&sciodt=0,5&hl=en",550,"2025-06-30 21:06:11","HTML","10.1007/s10389-021-01654-3","","",,,,,1,0.25,0,4,4,"Aim To examine the risk of non-steroidal anti-inflammatory drug-induced heart failure in patients with chronic kidney disease. Methods Embase, Medline, CENTRAL, Web of Science, …","https://link.springer.com/article/10.1007/s10389-021-01654-3","https://scholar.google.com/scholar?q=related:9z-VbDO2atkJ:scholar.google.com/&scioq=%22openprescribing%22&hl=en&as_sdt=0,5"
31,"SI Hemmo, AY Naser, H Alwafi, MM Mansour…","Hospital admissions due to ischemic heart diseases and prescriptions of cardiovascular diseases medications in England and Wales in the past two decades",2021,"International journal of …","mdpi.com","https://www.mdpi.com/1660-4601/18/13/7041","https://scholar.google.com/scholar?cites=3310078106137643221&as_sdt=2005&sciodt=0,5&hl=en",554,"2025-06-30 21:06:11","HTML","","","",,,,,31,7.75,6,5,4,"Objectives: The aim of this study was to explore the trend of ischemic heart disease (IHD) admission and the prescriptions of IHD medications in England and Wales. Methods: A secular …","https://www.mdpi.com/1660-4601/18/13/7041","https://scholar.google.com/scholar?q=related:1cgh_3_C7y0J:scholar.google.com/&scioq=%22openprescribing%22&hl=en&as_sdt=0,5"
0,"L Gibbs","List of Abbreviations 3 Amendments and Updates 5 Milestones 6 Rationale and Background 7",2021,"","bmjopen.bmj.com","https://bmjopen.bmj.com/content/bmjopen/12/10/e064662/DC2/embed/inline-supplementary-material-2.pdf?download=true","",555,"2025-06-30 21:06:11","","","","",,,,,0,0.00,0,1,4,"Health Technology Assessment (HTA) agencies, like the National Institute for Health and Care Excellence (NICE), are turning toward coverage with evidence development and/or …","","https://scholar.google.com/scholar?q=related:uy42ZFwuGqEJ:scholar.google.com/&scioq=%22openprescribing%22&hl=en&as_sdt=0,5"
9,"H Saad, M Sinclair, B Bunting","Maternal sociodemographic characteristics, early pregnancy behaviours, and livebirth outcomes as congenital heart defects risk factors-Northern Ireland 2010 …",2021,"BMC Pregnancy and Childbirth","Springer","https://link.springer.com/article/10.1186/s12884-021-04223-4","https://scholar.google.com/scholar?cites=10038259102972349174&as_sdt=2005&sciodt=0,5&hl=en",556,"2025-06-30 21:06:11","HTML","10.1186/s12884-021-04223-4","","",,,,,9,2.25,3,3,4,"Background Congenital Heart Defects (CHD) is the most commonly occurring congenital anomaly in Europe and a major paediatric health care concern. Investigations are needed to …","https://link.springer.com/article/10.1186/s12884-021-04223-4","https://scholar.google.com/scholar?q=related:9or_G3gPT4sJ:scholar.google.com/&scioq=%22openprescribing%22&hl=en&as_sdt=0,5"
3,"A Avenell, MJ Bolland, A Grey","Population vitamin D supplementation in UK adults: too much of nothing?",2021,"Drug and Therapeutics Bulletin","dtb.bmj.com","https://dtb.bmj.com/content/59/1/7.abstract","https://scholar.google.com/scholar?cites=1753863943628096527&as_sdt=2005&sciodt=0,5&hl=en",567,"2025-06-30 21:06:11","","","","",,,,,3,0.75,1,3,4,"… All forms of vitamin D prescription dispensed in primary care cost the NHS in England in the 12 months to July 2020 over £95 million (openprescribing.net), and there have been …","","https://scholar.google.com/scholar?q=related:D4RR4Pb5VhgJ:scholar.google.com/&scioq=%22openprescribing%22&hl=en&as_sdt=0,5"
16,"CR Cardwell, RD McDowell, CM Hughes…","Exposure to ranitidine and risk of bladder cancer: A nested case-control study",2021,"Official journal of the …","journals.lww.com","https://journals.lww.com/ajg/fulltext/2021/08000/Exposure_to_Ranitidine_and_Risk_of_Bladder_Cancer_.14.aspx?context=LatestArticles","https://scholar.google.com/scholar?cites=5398881229171707440&as_sdt=2005&sciodt=0,5&hl=en",573,"2025-06-30 21:06:11","","","","",,,,,16,4.00,4,4,4,"METHODS: A nested case-control study was conducted within the Primary Care Clinical Informatics Unit Research database which contains general practice records from Scotland. …","https://pure.ulster.ac.uk/files/136098584/Exposure_to_ranitidine_authors_accepted_version.pdf","https://scholar.google.com/scholar?q=related:MM5Nmd-t7EoJ:scholar.google.com/&scioq=%22openprescribing%22&hl=en&as_sdt=0,5"
5,"JR Hurst, A Cumella, CN Niklewicz, KEJ Philip, V Singh…","Long-term acceptability of hygiene, face covering, and social distancing interventions to prevent exacerbations in people living with airways diseases",2021,"medRxiv","medrxiv.org","https://www.medrxiv.org/content/10.1101/2021.04.09.21255189.abstract","https://scholar.google.com/scholar?cites=15214846608673533649&as_sdt=2005&sciodt=0,5&hl=en",606,"2025-06-30 21:06:11","","10.1101/2021.04.09.21255189.abstract","","",,,,,5,1.25,1,6,4,"Introduction There has been a substantial reduction in admissions to hospital with exacerbations of airways diseases during the COVID-19 pandemic, likely because measures …","https://www.medrxiv.org/content/10.1101/2021.04.09.21255189.full.pdf","https://scholar.google.com/scholar?q=related:0e4K_mD-JdMJ:scholar.google.com/&scioq=%22openprescribing%22&hl=en&as_sdt=0,5"
6,"L Angus","The role and functions of CCG medicines optimisation teams",2021,"NHS Clinical Commissioners","nhsconfed.org","https://www.nhsconfed.org/sites/default/files/2021-07/Role-and-functions-of-the-CCG-medicines-optimisation-team.pdf","https://scholar.google.com/scholar?cites=6005501142528140866&as_sdt=2005&sciodt=0,5&hl=en",614,"2025-06-30 21:06:11","PDF","","","",,,,,6,1.50,6,1,4,"11 Why do we need a CCG medicines optimisation team? 12 What is medicines optimisation? 12 Medicines optimisation teams 13 Common misconceptions 14 The medicines …","https://www.nhsconfed.org/sites/default/files/2021-07/Role-and-functions-of-the-CCG-medicines-optimisation-team.pdf","https://scholar.google.com/scholar?q=related:QqaXenjTV1MJ:scholar.google.com/&scioq=%22openprescribing%22&hl=en&as_sdt=0,5"
0,"C Grollman, C Pinto, F Ismail, E Roberts","Medical cannabis and road safety",2021,"","academia.edu","https://www.academia.edu/download/88882807/medical_cannabis_and_road_safety.pdf","",618,"2025-06-30 21:06:11","PDF","","","",,,,,0,0.00,0,4,4,"1.1 Background In 2018 the 2001 Misuse of Drugs Regulations were amended to legalise “cannabisbased products for medicinal use in humans”(CBPMs)(Misuse of Drugs (…","https://www.academia.edu/download/88882807/medical_cannabis_and_road_safety.pdf","https://scholar.google.com/scholar?q=related:PDFUxxbjCWgJ:scholar.google.com/&scioq=%22openprescribing%22&hl=en&as_sdt=0,5"
16,"ET Thomas, GC Richards","Diclofenac in adolescents: diagnosing and treating gastrointestinal adverse drug reactions can prevent future deaths",2021,"BMJ Evidence-Based Medicine","ebm.bmj.com","https://ebm.bmj.com/content/26/4/196.abstract","https://scholar.google.com/scholar?cites=9450808299519368002&as_sdt=2005&sciodt=0,5&hl=en",621,"2025-06-30 21:06:11","","","","",,,,,16,4.00,8,2,4,"High doses or prolonged use of diclofenac, a commonly prescribed non-steroidal anti-inflammatory drug (NSAID), may result in gastrointestinal complications, which, if ignored, can be …","https://ora.ox.ac.uk/objects/uuid:439a874a-e7e1-4f43-8d51-da576b29e440/download_file?safe_filename=Diclofenac_-_EBM_Prevent_Future_Deaths_3Feb.pdf&type_of_work=Journal+article","https://scholar.google.com/scholar?q=related:QlsqbRMEKIMJ:scholar.google.com/&scioq=%22openprescribing%22&hl=en&as_sdt=0,5"
0,"E Rule, E Jones","The systematisation of medicines optimisation",2021,"","nhsconfed.org","https://www.nhsconfed.org/sites/default/files/2021-09/the-systematisation-of-medicines-optimisation__0.pdf","",649,"2025-06-30 21:06:11","PDF","","","",,,,,0,0.00,0,2,4,"… Open Prescribing, Prescribing across the NHS in England, https://openprescribing.net/national/england/, accessed September 2021. …","https://www.nhsconfed.org/sites/default/files/2021-09/the-systematisation-of-medicines-optimisation__0.pdf","https://scholar.google.com/scholar?q=related:7codTgK4xcIJ:scholar.google.com/&scioq=%22openprescribing%22&hl=en&as_sdt=0,5"
1,"АП Переверзев, ОД Остроумова…","Лекарственно-индуцированное поражение печени с холестазом на фоне приема нестероидных противовоспалительных средств",2021,"Медицинский …","med-alphabet.com","https://www.med-alphabet.com/jour/article/view/2215","https://scholar.google.com/scholar?cites=15406709525621064675&as_sdt=2005&sciodt=0,5&hl=en",672,"2025-06-30 21:06:11","HTML","","","",,,,,1,0.25,0,3,4,"Печень является одним из органов, которые наиболее часто поражаются на фоне приема лекарственных средств (ЛС). Лекарственно индуцированное поражение печени с …","https://www.med-alphabet.com/jour/article/view/2215","https://scholar.google.com/scholar?q=related:40NFcK-gz9UJ:scholar.google.com/&scioq=%22openprescribing%22&hl=en&as_sdt=0,5"
0,"LEM Hopcroft, J Massey, H Curtis, B MacKenna…","Data-driven identification of unusual prescribing behaviour: an analysis and interactive data tool using six months of primary care data from 6500 practices in England",2022,"medRxiv","medrxiv.org","https://www.medrxiv.org/content/10.1101/2022.09.22.22280200.abstract","",8,"2025-06-30 21:06:11","","10.1101/2022.09.22.22280200.abstract","","",,,,,0,0.00,0,5,3,"… This is one of a suite of tools that we are seeking to develop at OpenPrescribing.net, each of which capture variability with a view to leveraging further insight from the datasets to which …","https://www.medrxiv.org/content/medrxiv/early/2022/09/23/2022.09.22.22280200.full.pdf","https://scholar.google.com/scholar?q=related:N242hEQJ8o0J:scholar.google.com/&scioq=%22openprescribing%22&hl=en&as_sdt=0,5"
0,"B MacKenna, HJ Curtis, AJ Walker, R Croker…","Using data science to identify unusual treatment choices in England: illustrative findings of uncommon antipsychotics Pericyazine and Promazine",2022,"medRxiv","medrxiv.org","https://www.medrxiv.org/content/10.1101/2022.03.22.22272504.abstract","",18,"2025-06-30 21:06:11","","10.1101/2022.03.22.22272504.abstract","","",,,,,0,0.00,0,5,3,"… Our group produces OpenPrescribing.net, a free and widely used tool where anyone can … OpenPrescribing offers data-driven feedback to assist regional and practice-level Medicines …","https://www.medrxiv.org/content/10.1101/2022.03.22.22272504.full.pdf","https://scholar.google.com/scholar?q=related:n_ndIk2dqbgJ:scholar.google.com/&scioq=%22openprescribing%22&hl=en&as_sdt=0,5"
11,"Y Xia, P Forget","Opioid and gabapentinoid prescriptions in England from 2015 to 2020",2022,"Plos one","journals.plos.org","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0276867","https://scholar.google.com/scholar?cites=138352899616339647&as_sdt=2005&sciodt=0,5&hl=en",25,"2025-06-30 21:06:11","HTML","","","",,,,,11,3.67,6,2,3,"… from the open OpenPrescribing database for analysis [15]. OpenPrescribing is an online … OpenPrescribing collects information coming from the following sources: Medications codes …","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0276867","https://scholar.google.com/scholar?q=related:v_ZGqzqH6wEJ:scholar.google.com/&scioq=%22openprescribing%22&hl=en&as_sdt=0,5"
7,"A Khan, O Kurmi, R Lowrie, S Khanal…","Medicines prescribing for homeless persons: analysis of prescription data from specialist homelessness general practices",2022,"International journal of …","Springer","https://link.springer.com/article/10.1007/s11096-022-01399-3","https://scholar.google.com/scholar?cites=13933214143944857703&as_sdt=2005&sciodt=0,5&hl=en",28,"2025-06-30 21:06:11","HTML","10.1007/s11096-022-01399-3","","",,,,,7,2.33,1,5,3,"… The search identified 25 specialist general practices, of which seven practices were not accessible in the Openprescribing database, and three services had incomplete datasets and …","https://link.springer.com/article/10.1007/s11096-022-01399-3","https://scholar.google.com/scholar?q=related:ZxhITXG4XMEJ:scholar.google.com/&scioq=%22openprescribing%22&hl=en&as_sdt=0,5"
7,"L Fisher, LEM Hopcroft, S Rodgers, J Barrett, K Oliver…","Changes in English medication safety indicators throughout the COVID-19 pandemic: a federated analysis of 57 million patients' primary care records in situ using …",2022,"medRxiv","medrxiv.org","https://www.medrxiv.org/content/10.1101/2022.05.05.22273234.abstract","https://scholar.google.com/scholar?cites=5029785948637940960&as_sdt=2005&sciodt=0,5&hl=en",29,"2025-06-30 21:06:11","","10.1101/2022.05.05.22273234.abstract","","",,,,,7,2.33,1,6,3,"… of an oral NSAID, without co-prescription of an ulcer-healing drug, to a patient aged ≥65 years) in April-July 2020; this is supported by data for this period in OpenPrescribing (17) and …","https://www.medrxiv.org/content/medrxiv/early/2022/05/07/2022.05.05.22273234.full.pdf","https://scholar.google.com/scholar?q=related:4MzQ3KtjzUUJ:scholar.google.com/&scioq=%22openprescribing%22&hl=en&as_sdt=0,5"
3,"L Fisher, HJ Curtis, R Croker, M Wiedemann, V Speed…","Eleven key measures for monitoring general practice clinical activity during COVID-19 using federated analytics on 48 million adults' primary care records through …",2022,"medRxiv","medrxiv.org","https://www.medrxiv.org/content/10.1101/2022.10.17.22281058.abstract","https://scholar.google.com/scholar?cites=3321918449578137341&as_sdt=2005&sciodt=0,5&hl=en",30,"2025-06-30 21:06:11","","10.1101/2022.10.17.22281058.abstract","","",,,,,3,1.00,1,6,3,"… This measure development process was a pragmatic one based on our experience developing measures for the OpenPrescribing platform 8 , an online viewer of GP prescribing …","https://www.medrxiv.org/content/medrxiv/early/2022/10/17/2022.10.17.22281058.full.pdf","https://scholar.google.com/scholar?q=related:_dbrxzrTGS4J:scholar.google.com/&scioq=%22openprescribing%22&hl=en&as_sdt=0,5"
0,"J Tian, A McGrogan, M Jones","Dataset for"" Temporal and geographical variation in low carbon inhaler dispensing in England, 2016 to 2021: an ecological study""",2022,"","researchdata.bath.ac.uk","https://researchdata.bath.ac.uk/id/eprint/1142","",44,"2025-06-30 21:06:11","","","","",,,,,0,0.00,0,3,3,"… Inhaler items and cost data were downloaded from openprescribing.net at the product format level (OpenPrescribing.net, Bennett Institute for Applied Data Science, University of Oxford, …","","https://scholar.google.com/scholar?q=related:1k8otrIUhSQJ:scholar.google.com/&scioq=%22openprescribing%22&hl=en&as_sdt=0,5"
3,"Bennett Institute for Applied Data Science","OpenPrescribing",2022,"","","","https://scholar.google.com/scholar?cites=10125561864745511380&as_sdt=2005&sciodt=0,5&hl=en",54,"2025-06-30 21:06:11","CITATION","","","",,,,,3,1.00,3,1,3,"","","https://scholar.google.com/scholar?q=related:1OllU944hYwJ:scholar.google.com/&scioq=%22openprescribing%22&hl=en&as_sdt=0,5"
8,"OpenPrescribing. net","Bennett Institute for applied data science",2022,"","University of Oxford","","https://scholar.google.com/scholar?cites=9896122592325281515&as_sdt=2005&sciodt=0,5&hl=en",68,"2025-06-30 21:06:11","CITATION","","","",,,,,8,2.67,8,1,3,"","","https://scholar.google.com/scholar?q=related:6yZE2RAXVokJ:scholar.google.com/&scioq=%22openprescribing%22&hl=en&as_sdt=0,5"
4,"OpenPrescribing. net Bennett Institute for Applied Data …","Explore England's Prescribing Data",2022,"","University of Oxford","","https://scholar.google.com/scholar?cites=17786732000508834374&as_sdt=2005&sciodt=0,5&hl=en",69,"2025-06-30 21:06:11","CITATION","","","",,,,,4,1.33,2,2,3,"","","https://scholar.google.com/scholar?q=related:RvJmLYQq1_YJ:scholar.google.com/&scioq=%22openprescribing%22&hl=en&as_sdt=0,5"
1,"HY Kong, S Purdy, D Fox, P Patel…","Pharmacist intervention in cardiovascular disease prevention: lipid modifying treatment optimisation in type 2 diabetes within hastings primary care network",2022,"… Journal of Pharmacy …","academic.oup.com","https://academic.oup.com/ijpp/article-abstract/30/Supplement_2/ii27/6854518","https://scholar.google.com/scholar?cites=4995725761640672077&as_sdt=2005&sciodt=0,5&hl=en",71,"2025-06-30 21:06:11","","","","",,,,,1,0.33,0,5,3,"… Statin prescribing data were obtained through OpenPrescribing database. This pilot study focused on the prescribing of simvastatin at one surgery within the PCN where patients were …","","https://scholar.google.com/scholar?q=related:TSvcmRxiVEUJ:scholar.google.com/&scioq=%22openprescribing%22&hl=en&as_sdt=0,5"
35,"H Dhruve, G d'Ancona, S Holmes, J Dhariwal…","Prescribing patterns and treatment adherence in patients with asthma during the COVID-19 pandemic",2022,"The Journal of Allergy …","Elsevier","https://www.sciencedirect.com/science/article/pii/S2213219821010588","https://scholar.google.com/scholar?cites=964555209641692334&as_sdt=2005&sciodt=0,5&hl=en",77,"2025-06-30 21:06:11","","","","",,,,,35,11.67,7,5,3,"… Using the UK National database, OpenPrescribing, 12 we compare prescribing patterns of ICS and salbutamol in 2019 with rates across the first year of the pandemic. In addition, we …","https://www.jaci-inpractice.org/article/S2213-2198(21)01058-8/pdf","https://scholar.google.com/scholar?q=related:rgzyTNrJYg0J:scholar.google.com/&scioq=%22openprescribing%22&hl=en&as_sdt=0,5"
16,"L Jones, AM Jones","Suspected adverse drug reactions of the type 2 antidiabetic drug class dipeptidyl‐peptidase IV inhibitors (DPP4i): Can polypharmacology help explain?",2022,"Pharmacology research &perspectives","Wiley Online Library","https://bpspubs.onlinelibrary.wiley.com/doi/abs/10.1002/prp2.1029","https://scholar.google.com/scholar?cites=10522726725788913559&as_sdt=2005&sciodt=0,5&hl=en",78,"2025-06-30 21:06:11","","10.1002/prp2.1029","","",,,,,16,5.33,8,2,3,"To interpret the relationship between the polypharmacology of dipeptidyl‐peptidase IV inhibitors (DPP4i) and their suspected adverse drug reaction (ADR) profiles using a national …","https://bpspubs.onlinelibrary.wiley.com/doi/pdf/10.1002/prp2.1029","https://scholar.google.com/scholar?q=related:l08ojzQ8CJIJ:scholar.google.com/&scioq=%22openprescribing%22&hl=en&as_sdt=0,5"
5,"AJ Twigg, A Wilkinson, JN Smith","Local variation in low carbon footprint inhalers in pre‐COVID pandemic primary care prescribing guidelines for adult asthma in England and its potential impact",2022,"British Journal of Clinical …","Wiley Online Library","https://bpspubs.onlinelibrary.wiley.com/doi/abs/10.1111/bcp.15511","https://scholar.google.com/scholar?cites=6162656697017111061&as_sdt=2005&sciodt=0,5&hl=en",81,"2025-06-30 21:06:11","","10.1111/bcp.15511","","",,,,,5,1.67,2,3,3,"… The use of the OpenPrescribing dataset has several limitations. The data are not limited by … An additional limitation is that the OpenPrescribing analysis excludes salbutamol inhalers, so …","https://bpspubs.onlinelibrary.wiley.com/doi/pdfdirect/10.1111/bcp.15511","https://scholar.google.com/scholar?q=related:FRJjYp0nhlUJ:scholar.google.com/&scioq=%22openprescribing%22&hl=en&as_sdt=0,5"
2,"B MacKenna, HJ Curtis, LEM Hopcroft…","Identifying Patterns of Clinical Interest in Clinicians' Treatment Preferences: Hypothesis-free Data Science Approach to Prioritizing Prescribing Outliers for …",2022,"JMIR medical …","medinform.jmir.org","https://medinform.jmir.org/2022/12/e41200/","https://scholar.google.com/scholar?cites=12293985214964195324&as_sdt=2005&sciodt=0,5&hl=en",86,"2025-06-30 21:06:11","HTML","","","",,,,,2,0.67,1,4,3,"… For selected chemical-class pairs of clinical interest, we generated a choropleth map using OpenPrescribing.net to visualize the geographical distribution of prescribing of each …","https://medinform.jmir.org/2022/12/e41200/","https://scholar.google.com/scholar?q=related:_F_Yq2oCnaoJ:scholar.google.com/&scioq=%22openprescribing%22&hl=en&as_sdt=0,5"
12,"M Wan, R Begum, AN Rashed","Trends, geographical variation and factors associated with melatonin prescribing in general practices in England: A practice‐level analysis",2022,"British journal of clinical …","Wiley Online Library","https://bpspubs.onlinelibrary.wiley.com/doi/abs/10.1111/bcp.15136","https://scholar.google.com/scholar?cites=14532443535044786390&as_sdt=2005&sciodt=0,5&hl=en",94,"2025-06-30 21:06:11","","10.1111/bcp.15136","","",,,,,12,4.00,4,3,3,"An overview of melatonin prescribing trends and variation in England is described in this study. Prescription reimbursement data for melatonin in England were extracted from publicly …","https://bpspubs.onlinelibrary.wiley.com/doi/pdf/10.1111/bcp.15136","https://scholar.google.com/scholar?q=related:1jjEIGacrckJ:scholar.google.com/&scioq=%22openprescribing%22&hl=en&as_sdt=0,5"
0,"S Merriel","How Do We Know When to Prescribe?",2022,"British Journal of General Practice","bjgp.org","https://bjgp.org/content/72/722/411.abstract","",114,"2025-06-30 21:06:11","","","","",,,,,0,0.00,0,1,3,"Prescribing medications for our patients is a core part of general practice. During a typical session we could see a recently diagnosed patient with asthma to review and re-prescribe …","","https://scholar.google.com/scholar?q=related:z3SbvkFTX54J:scholar.google.com/&scioq=%22openprescribing%22&hl=en&as_sdt=0,5"
1,"N Thayer, S White, M Frisher","Investigating the relationship between community pharmacy and GP emergency hormonal contraception (EHC) provision: a linear regression analysis",2022,"International Journal of Pharmacy …","academic.oup.com","https://academic.oup.com/ijpp/article-abstract/30/Supplement_1/i36/6562298","https://scholar.google.com/scholar?cites=16012113725460177723&as_sdt=2005&sciodt=0,5&hl=en",124,"2025-06-30 21:06:11","","","","",,,,,1,0.33,0,3,3,"… The data were matched to Clinical Commissioning Group (CCG) GP prescribing data, obtained from openprescribing.net. Using population estimates from the Office of National Statistics…","","https://scholar.google.com/scholar?q=related:O-M19Zh0Nt4J:scholar.google.com/&scioq=%22openprescribing%22&hl=en&as_sdt=0,5"
36,"CL Smith, Y Zurynski…","We can't mitigate what we don't monitor: using informatics to measure and improve healthcare systems' climate impact and environmental footprint",2022,"Journal of the American …","academic.oup.com","https://academic.oup.com/jamia/article-abstract/29/12/2168/6640336","https://scholar.google.com/scholar?cites=481867398359614720&as_sdt=2005&sciodt=0,5&hl=en",125,"2025-06-30 21:06:11","","","","",,,,,36,12.00,12,3,3,"… The Greener NHS prescribing dashboard (hosted on OpenPrescribing.net) takes anonymized data from the NHS on prescribing practices to provide health service providers with …","https://academic.oup.com/jamia/article/29/12/2168/6640336","https://scholar.google.com/scholar?q=related:AAURhNjvrwYJ:scholar.google.com/&scioq=%22openprescribing%22&hl=en&as_sdt=0,5"
0,"J Tian, A McGrogan, MD Jones","Low carbon footprint inhalers in England: a review of dispensing data",2022,"The International Journal of …","pmc.ncbi.nlm.nih.gov","https://pmc.ncbi.nlm.nih.gov/articles/PMC9383635/","",139,"2025-06-30 21:06:11","","","","",,,,,0,0.00,0,3,3,"Introduction Due to propellants, metered dose inhalers (pMDIs) have a higher carbon footprint than low carbon footprint inhalers (LCFIs), such as dry powder or soft mist inhalers (1). …","https://pmc.ncbi.nlm.nih.gov/articles/PMC9383635/pdf/nihpp-rs4169007v1.pdf","https://scholar.google.com/scholar?q=related:ZvsgdAbXOb8J:scholar.google.com/&scioq=%22openprescribing%22&hl=en&as_sdt=0,5"
5,"KL Rock, LM Reynolds, P Rees…","Highlighting the hidden dangers of a 'weak'opioid: Deaths following use of dihydrocodeine in England (2001–2020)",2022,"Drug and alcohol …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0376871622001132","https://scholar.google.com/scholar?cites=8491658092952911926&as_sdt=2005&sciodt=0,5&hl=en",145,"2025-06-30 21:06:11","HTML","","","",,,,,5,1.67,1,4,3,"Background Dihydrocodeine (DHC) is considered a ‘weak’ opioid, but there is evidence of its increasing misuse in overdose deaths. This research aims to analyse trends in DHC-…","https://www.sciencedirect.com/science/article/pii/S0376871622001132","https://scholar.google.com/scholar?q=related:NoCHeAtu2HUJ:scholar.google.com/&scioq=%22openprescribing%22&hl=en&as_sdt=0,5"
9,"OK Bryant, KKC Man, YH Jani…","Antibiotic prescribing in general practice during COVID-19 and beyond",2022,"The Lancet …","pmc.ncbi.nlm.nih.gov","https://pmc.ncbi.nlm.nih.gov/articles/PMC9762744/","https://scholar.google.com/scholar?cites=7630620728507552057&as_sdt=2005&sciodt=0,5&hl=en",152,"2025-06-30 21:06:11","HTML","","","",,,,,9,3.00,2,4,3,"… OpenPrescribing publishes monthly data for the number of items prescribed in general practice in England, UK. National Health Service (NHS) England provides monthly data for …","https://pmc.ncbi.nlm.nih.gov/articles/PMC9762744/","https://scholar.google.com/scholar?q=related:OdFssh9p5WkJ:scholar.google.com/&scioq=%22openprescribing%22&hl=en&as_sdt=0,5"
